genomeNum,sbid,test1,test2,test3,test4,size
51,98,2,0,0,0,68
51,99,1,0,1,0,148
52,1,3,1,2,1,117
52,2,11,6,6,3,157
52,3,20,11,18,11,126
52,4,3,1,1,0,165
52,5,2,0,0,0,144
52,6,10,4,3,0,154
52,7,5,4,0,0,89
52,8,19,6,17,6,115
52,9,6,3,0,0,112
52,10,22,12,8,5,146
52,11,6,2,2,2,191
52,12,0,0,0,0,175
52,13,31,21,11,6,147
52,14,11,2,4,0,114
52,15,36,36,34,34,114
52,16,13,7,2,0,78
52,17,19,9,16,6,201
52,18,11,8,11,8,186
52,19,4,0,2,0,145
52,20,2,2,0,0,135
52,21,16,11,5,1,86
52,22,6,3,5,3,99
52,23,11,7,4,1,158
52,24,27,13,17,6,171
52,25,3,3,0,0,128
52,26,16,13,16,13,171
52,27,2,2,2,2,177
52,28,20,10,15,8,104
52,29,0,0,0,0,72
52,30,14,5,8,3,128
52,31,0,0,0,0,104
52,32,5,5,4,4,116
52,33,10,4,8,4,192
52,34,4,2,2,0,79
52,35,0,0,0,0,162
52,36,6,0,3,0,193
52,37,6,0,4,0,92
52,38,45,15,30,4,161
52,39,4,1,4,1,122
52,40,24,4,22,4,125
52,41,8,3,5,1,122
52,42,0,0,0,0,109
52,43,16,16,2,2,193
52,44,10,1,10,1,94
52,45,15,9,5,2,116
52,46,6,0,0,0,157
52,47,9,0,6,0,182
52,48,32,4,26,0,190
52,49,3,0,3,0,69
52,50,3,3,1,1,175
52,51,9,1,3,0,173
52,52,2,2,2,2,72
52,53,0,0,0,0,74
52,54,6,2,1,0,196
52,55,0,0,0,0,157
52,56,2,2,0,0,173
52,57,2,0,2,0,151
52,58,0,0,0,0,80
52,59,2,1,1,0,196
52,60,9,6,3,3,121
52,61,17,0,3,0,178
52,62,3,3,3,3,124
52,63,3,1,3,1,73
52,64,0,0,0,0,119
52,65,36,35,35,35,138
52,66,23,2,2,0,157
52,67,4,0,2,0,204
52,68,4,0,1,0,71
52,69,13,11,13,11,80
52,70,1,0,1,0,142
52,71,13,4,3,2,175
52,72,5,0,0,0,73
52,73,22,4,9,2,190
52,74,10,7,9,6,75
52,75,0,0,0,0,192
52,76,7,3,6,2,204
52,77,9,3,9,3,102
52,78,24,15,0,0,189
52,79,7,6,1,1,156
52,80,9,2,0,0,153
52,81,24,9,17,5,140
52,82,1,0,1,0,175
52,83,6,6,3,3,115
52,84,6,1,6,1,68
52,85,2,1,0,0,94
52,86,9,4,4,1,89
52,87,10,6,6,4,92
52,88,8,2,8,2,126
52,89,9,1,3,0,153
52,90,2,0,0,0,108
52,91,4,1,0,0,87
52,92,19,14,15,11,189
52,93,0,0,0,0,121
52,94,1,0,1,0,195
52,95,3,0,1,0,105
52,96,7,3,1,1,158
52,97,4,4,0,0,104
52,98,7,4,2,1,183
52,99,0,0,0,0,176
53,1,4,2,4,2,77
53,2,36,11,17,7,85
53,3,2,0,0,0,165
53,4,11,0,11,0,93
53,5,2,0,2,0,105
53,6,0,0,0,0,145
53,7,2,2,1,1,130
53,8,7,6,1,1,140
53,9,5,2,3,0,199
53,10,24,11,7,3,173
53,11,2,2,2,2,75
53,12,31,22,6,0,196
53,13,2,0,2,0,112
53,14,27,10,7,4,92
53,15,2,1,0,0,116
53,16,40,16,30,11,132
53,17,29,4,21,2,172
53,18,16,5,11,1,193
53,19,10,2,9,1,147
53,20,0,0,0,0,98
53,21,9,4,1,0,181
53,22,50,45,41,37,145
53,23,11,9,5,3,148
53,24,3,2,3,2,148
53,25,27,11,9,2,142
53,26,0,0,0,0,95
53,27,11,0,5,0,93
53,28,5,5,4,4,189
53,29,2,1,0,0,182
53,30,34,13,19,9,156
53,31,5,5,4,4,177
53,32,11,9,5,4,116
53,33,7,3,5,1,162
53,34,2,0,0,0,199
53,35,1,0,1,0,158
53,36,13,10,0,0,168
53,37,17,0,15,0,183
53,38,8,1,7,1,178
53,39,3,0,3,0,80
53,40,3,1,3,1,146
53,41,14,9,13,9,85
53,42,6,6,5,5,89
53,43,21,7,9,3,205
53,44,13,4,7,0,103
53,45,2,1,2,1,148
53,46,10,2,8,2,106
53,47,31,5,25,1,197
53,48,0,0,0,0,132
53,49,2,2,2,2,75
53,50,8,4,4,0,101
53,51,18,4,11,3,178
53,52,12,1,0,0,121
53,53,0,0,0,0,88
53,54,0,0,0,0,182
53,55,0,0,0,0,132
53,56,3,2,1,1,188
53,57,0,0,0,0,70
53,58,6,0,5,0,114
53,59,3,1,0,0,127
53,60,27,14,9,7,182
53,61,3,0,0,0,90
53,62,4,4,4,4,77
53,63,2,2,2,2,128
53,64,0,0,0,0,158
53,65,6,1,4,0,72
53,66,40,28,40,28,98
53,67,27,14,2,1,116
53,68,2,0,1,0,184
53,69,9,7,9,7,121
53,70,31,23,31,23,73
53,71,0,0,0,0,81
53,72,12,5,3,2,163
53,73,3,0,0,0,104
53,74,4,1,2,1,82
53,75,12,2,9,2,162
53,76,1,0,0,0,190
53,77,4,0,2,0,135
53,78,18,11,11,6,133
53,79,27,27,1,1,139
53,80,17,6,10,0,210
53,81,15,11,2,1,117
53,82,12,7,3,1,161
53,83,6,0,4,0,189
53,84,9,9,6,6,186
53,85,3,0,2,0,143
53,86,9,5,2,2,90
53,87,8,7,4,4,135
53,88,16,6,6,1,157
53,89,6,3,2,0,145
53,90,11,2,10,2,180
53,91,6,6,6,6,119
53,92,11,8,7,6,105
53,93,0,0,0,0,192
53,94,4,0,2,0,147
53,95,10,6,4,2,119
53,96,8,4,4,1,72
53,97,3,1,1,0,129
53,98,6,3,1,0,171
53,99,0,0,0,0,134
54,1,3,2,3,2,127
54,2,13,4,6,1,118
54,3,0,0,0,0,90
54,4,8,3,4,0,139
54,5,0,0,0,0,103
54,6,2,0,1,0,135
54,7,8,1,7,0,107
54,8,18,10,2,2,161
54,9,9,2,6,0,179
54,10,25,10,9,2,193
54,11,4,0,1,0,114
54,12,3,2,0,0,175
54,13,5,3,2,1,124
54,14,24,11,6,4,112
54,15,31,31,27,27,176
54,16,17,1,8,1,182
54,17,10,0,9,0,93
54,18,2,0,2,0,92
54,19,13,9,12,8,141
54,20,25,3,20,3,171
54,21,2,2,0,0,77
54,22,43,7,34,4,185
54,23,4,3,4,3,94
54,24,2,2,2,2,130
54,25,20,9,5,2,108
54,26,3,3,0,0,116
54,27,14,11,11,8,116
54,28,3,2,1,1,166
54,29,13,7,8,2,161
54,30,2,1,0,0,193
54,31,4,2,4,2,86
54,32,5,5,4,4,147
54,33,12,9,4,4,101
54,34,8,2,6,2,186
54,35,1,0,1,0,132
54,36,7,1,5,1,167
54,37,6,0,1,0,150
54,38,17,10,5,0,178
54,39,10,1,3,1,151
54,40,25,6,24,6,76
54,41,7,1,3,1,160
54,42,17,1,9,1,185
54,43,12,6,9,3,117
54,44,13,8,4,3,125
54,45,12,4,6,0,134
54,46,2,1,2,1,176
54,47,20,4,14,1,107
54,48,4,0,0,0,67
54,49,9,2,6,2,162
54,50,6,6,1,1,191
54,51,12,0,7,0,195
54,52,11,3,2,2,146
54,53,3,3,0,0,171
54,54,0,0,0,0,84
54,55,0,0,0,0,179
54,56,4,2,2,1,193
54,57,1,0,0,0,152
54,58,3,1,0,0,124
54,59,25,12,7,6,196
54,60,9,3,3,0,123
54,61,0,0,0,0,136
54,62,4,1,4,1,168
54,63,41,33,41,33,185
54,64,31,10,5,5,164
54,65,3,1,3,1,125
54,66,5,1,5,1,75
54,67,23,14,22,14,84
54,68,10,0,10,0,114
54,69,13,3,3,1,146
54,70,2,0,2,0,156
54,71,23,7,8,2,147
54,72,9,6,8,6,106
54,73,0,0,0,0,121
54,74,7,3,5,2,192
54,75,39,12,30,7,149
54,76,3,3,1,1,75
54,77,7,0,6,0,132
54,78,7,6,1,1,180
54,79,13,7,3,0,192
54,80,15,3,12,1,96
54,81,5,1,5,1,125
54,82,4,0,4,0,76
54,83,3,3,0,0,103
54,84,2,0,1,0,162
54,85,8,6,3,2,68
54,86,10,7,4,4,196
54,87,4,4,4,4,127
54,88,9,7,5,3,106
54,89,12,2,11,2,182
54,90,16,9,12,6,155
54,91,7,2,4,2,74
54,92,0,0,0,0,170
54,93,7,0,2,0,118
54,94,1,1,1,1,105
54,95,23,12,7,2,194
54,96,8,2,1,1,70
54,97,7,7,2,2,111
54,98,2,0,0,0,79
54,99,0,0,0,0,121
55,1,22,8,20,8,201
55,2,3,2,0,0,133
55,3,15,3,11,0,116
55,4,1,0,0,0,82
55,5,0,0,0,0,146
55,6,8,1,1,0,185
55,7,5,4,0,0,87
55,8,10,0,8,0,145
55,9,1,0,0,0,117
55,10,19,2,5,2,163
55,11,7,2,3,2,155
55,12,0,0,0,0,83
55,13,3,2,3,2,157
55,14,30,11,9,6,144
55,15,38,14,38,14,124
55,16,25,5,14,2,128
55,17,16,8,13,5,176
55,18,2,0,1,0,72
55,19,8,2,7,1,70
55,20,1,0,0,0,151
55,21,13,0,12,0,125
55,22,18,2,1,0,75
55,23,23,7,14,4,174
55,24,11,3,4,2,190
55,25,21,6,11,3,172
55,26,3,3,0,0,121
55,27,10,4,5,4,207
55,28,18,12,3,1,151
55,29,10,5,8,4,90
55,30,29,6,15,4,189
55,31,4,1,4,1,163
55,32,16,9,5,2,128
55,33,8,3,6,3,194
55,34,3,0,1,0,178
55,35,1,0,1,0,119
55,36,15,6,2,0,147
55,37,21,3,18,1,199
55,38,4,2,4,2,96
55,39,19,7,17,7,95
55,40,7,1,4,1,143
55,41,2,0,2,0,109
55,42,14,5,10,4,73
55,43,12,7,7,3,189
55,44,13,11,2,2,83
55,45,15,4,9,0,127
55,46,2,1,2,1,95
55,47,9,6,4,3,206
55,48,6,0,0,0,86
55,49,3,0,0,0,176
55,50,4,3,2,1,115
55,51,6,2,4,0,122
55,52,11,2,4,2,125
55,53,2,0,0,0,103
55,54,3,2,1,0,186
55,55,0,0,0,0,73
55,56,0,0,0,0,209
55,57,4,2,2,1,183
55,58,6,0,4,0,170
55,59,3,1,0,0,105
55,60,8,5,3,3,108
55,61,22,2,3,0,132
55,62,1,0,0,0,104
55,63,3,3,3,3,75
55,64,1,1,1,1,136
55,65,1,1,0,0,116
55,66,40,33,40,33,172
55,67,29,18,3,1,105
55,68,4,1,3,1,118
55,69,5,2,4,1,96
55,70,13,10,13,10,135
55,71,1,0,1,0,112
55,72,13,9,3,2,92
55,73,1,0,0,0,157
55,74,2,1,2,1,75
55,75,15,2,9,2,163
55,76,1,0,0,0,144
55,77,5,3,3,2,191
55,78,23,12,15,7,200
55,79,24,15,0,0,177
55,80,0,0,0,0,79
55,81,14,8,3,2,160
55,82,21,4,11,3,172
55,83,1,0,1,0,81
55,84,5,1,5,1,169
55,85,5,5,2,2,152
55,86,7,4,2,1,186
55,87,11,7,5,4,197
55,88,0,0,0,0,71
55,89,6,3,2,0,150
55,90,5,2,4,2,153
55,91,28,13,15,10,207
55,92,1,0,1,0,74
55,93,0,0,0,0,118
55,94,5,0,0,0,133
55,95,1,1,1,1,115
55,96,23,12,7,2,191
55,97,8,5,2,2,191
55,98,0,0,0,0,106
55,99,3,0,3,0,86
56,1,14,7,11,7,188
56,2,20,13,18,11,187
56,3,1,0,1,0,124
56,4,2,0,1,0,193
56,5,1,1,0,0,95
56,6,4,1,1,0,90
56,7,13,3,7,3,163
56,8,3,3,0,0,132
56,9,23,13,7,5,139
56,10,4,1,1,1,118
56,11,16,5,7,0,116
56,12,1,0,1,0,175
56,13,29,28,9,8,120
56,14,35,11,27,9,174
56,15,13,10,13,10,97
56,16,22,5,8,0,115
56,17,9,0,8,0,99
56,18,16,3,6,0,73
56,19,10,3,9,2,146
56,20,9,0,6,0,148
56,21,3,2,0,0,133
56,22,37,12,15,1,74
56,23,14,5,14,5,184
56,24,3,3,2,2,182
56,25,26,16,7,3,162
56,26,15,12,15,12,193
56,27,3,1,3,1,99
56,28,6,6,2,2,113
56,29,7,3,5,2,127
56,30,11,2,1,0,106
56,31,4,0,2,0,184
56,32,6,3,1,0,124
56,33,3,1,3,1,99
56,34,12,8,9,5,124
56,35,2,0,1,0,202
56,36,7,1,1,1,160
56,37,3,0,3,0,69
56,38,15,6,0,0,145
56,39,1,1,1,1,146
56,40,14,3,12,3,119
56,41,6,2,3,0,119
56,42,2,0,2,0,183
56,43,11,10,5,4,147
56,44,16,4,8,1,123
56,45,1,0,0,0,86
56,46,6,0,0,0,176
56,47,13,8,2,1,71
56,48,13,6,8,3,199
56,49,8,0,4,0,153
56,50,3,3,1,1,178
56,51,9,3,7,1,79
56,52,13,6,8,5,171
56,53,11,1,0,0,131
56,54,0,0,0,0,89
56,55,0,0,0,0,159
56,56,0,0,0,0,148
56,57,3,1,1,0,206
56,58,1,0,0,0,155
56,59,4,1,1,0,122
56,60,27,14,9,7,182
56,61,8,3,3,0,141
56,62,0,0,0,0,111
56,63,4,1,4,1,172
56,64,39,36,38,36,151
56,65,25,1,4,0,200
56,66,2,0,1,0,151
56,67,19,11,19,11,150
56,68,1,1,1,1,75
56,69,0,0,0,0,86
56,70,14,6,3,1,133
56,71,5,0,0,0,90
56,72,4,0,3,0,104
56,73,12,2,9,2,145
56,74,1,0,0,0,137
56,75,3,0,0,0,126
56,76,19,7,10,0,194
56,77,27,27,1,1,157
56,78,7,0,6,0,80
56,79,14,7,7,2,142
56,80,3,0,1,0,94
56,81,8,6,0,0,136
56,82,14,1,11,1,161
56,83,4,0,2,0,102
56,84,5,5,3,3,72
56,85,5,0,2,0,71
56,86,1,0,1,0,92
56,87,12,4,5,1,140
56,88,17,7,10,4,175
56,89,4,0,4,0,86
56,90,16,6,4,0,186
56,91,3,0,2,0,161
56,92,15,12,12,9,163
56,93,0,0,0,0,137
56,94,1,0,1,0,120
56,95,8,3,2,0,87
56,96,6,0,1,0,194
56,97,5,4,2,2,179
56,98,7,6,2,1,115
56,99,0,0,0,0,198
57,1,3,1,2,1,119
57,2,23,5,18,3,137
57,3,19,3,13,0,172
57,4,2,0,1,0,137
57,5,2,0,1,0,176
57,6,6,5,1,0,173
57,7,13,1,11,1,164
57,8,1,0,0,0,76
57,9,28,13,9,4,184
57,10,7,2,3,2,198
57,11,0,0,0,0,89
57,12,2,2,2,2,70
57,13,27,9,7,5,109
57,14,34,12,21,6,204
57,15,28,17,12,8,158
57,16,2,0,0,0,75
57,17,7,0,6,0,107
57,18,5,0,5,0,141
57,19,1,0,0,0,128
57,20,12,2,12,2,92
57,21,17,2,0,0,77
57,22,3,1,3,1,74
57,23,19,11,17,10,124
57,24,9,9,3,3,153
57,25,4,2,4,2,94
57,26,22,8,4,1,131
57,27,4,3,1,0,147
57,28,7,1,2,1,192
57,29,17,10,3,1,196
57,30,0,0,0,0,146
57,31,7,2,2,1,170
57,32,5,5,4,4,119
57,33,9,4,6,3,201
57,34,0,0,0,0,140
57,35,2,0,0,0,96
57,36,1,0,1,0,163
57,37,13,8,2,2,196
57,38,20,0,20,0,100
57,39,5,0,2,0,195
57,40,4,1,4,1,122
57,41,4,1,4,1,208
57,42,14,12,4,4,127
57,43,15,4,11,1,101
57,44,12,10,2,2,72
57,45,11,0,0,0,191
57,46,2,1,2,1,77
57,47,11,6,6,3,138
57,48,8,2,7,2,201
57,49,2,1,2,1,114
57,50,9,5,0,0,199
57,51,7,1,3,1,164
57,52,11,1,0,0,127
57,53,0,0,0,0,82
57,54,0,0,0,0,191
57,55,1,0,0,0,160
57,56,2,0,2,0,131
57,57,0,0,0,0,143
57,58,7,4,1,0,184
57,59,30,13,9,6,170
57,60,4,0,3,0,136
57,61,4,3,4,3,137
57,62,2,0,2,0,81
57,63,30,3,30,3,202
57,64,23,2,2,0,149
57,65,5,1,3,0,179
57,66,10,2,8,2,145
57,67,34,21,34,21,106
57,68,0,0,0,0,125
57,69,5,1,1,1,191
57,70,4,0,3,0,93
57,71,12,6,8,5,102
57,72,8,6,7,6,111
57,73,3,0,3,0,127
57,74,6,3,4,2,179
57,75,18,12,10,6,82
57,76,6,4,3,2,100
57,77,24,24,5,5,83
57,78,3,0,2,0,145
57,79,17,15,0,0,110
57,80,10,2,1,0,131
57,81,11,4,4,0,122
57,82,4,1,4,1,126
57,83,9,9,6,6,160
57,84,2,0,1,0,86
57,85,1,1,0,0,110
57,86,9,4,4,1,92
57,87,8,6,6,4,112
57,88,20,4,5,0,163
57,89,6,6,2,2,90
57,90,3,2,3,2,169
57,91,13,11,2,1,113
57,92,3,0,3,0,140
57,93,6,1,4,0,206
57,94,5,0,0,0,128
57,95,2,1,1,1,95
57,96,22,5,5,0,119
57,97,3,1,2,0,110
57,98,6,3,1,0,205
57,99,0,0,0,0,135
58,1,2,2,2,2,108
58,2,13,6,5,3,72
58,3,8,0,6,0,74
58,4,20,5,15,0,196
58,5,1,0,0,0,105
58,6,4,0,1,0,109
58,7,6,2,1,1,179
58,8,20,6,8,1,176
58,9,0,0,0,0,71
58,10,9,3,2,0,133
58,11,18,12,4,1,114
58,12,6,2,2,2,103
58,13,16,5,7,0,106
58,14,0,0,0,0,131
58,15,34,16,11,4,191
58,16,21,15,16,11,128
58,17,29,23,18,15,174
58,18,17,3,13,0,175
58,19,2,1,2,1,113
58,20,4,1,1,0,117
58,21,16,3,5,0,79
58,22,3,0,3,0,114
58,23,48,25,39,23,196
58,24,11,8,5,3,167
58,25,3,3,2,2,151
58,26,19,11,2,1,122
58,27,1,0,1,0,76
58,28,13,11,13,11,120
58,29,0,0,0,0,67
58,30,6,3,2,0,151
58,31,16,9,13,7,78
58,32,3,1,0,0,161
58,33,11,2,11,2,127
58,34,11,7,4,0,192
58,35,8,2,6,2,183
58,36,1,0,1,0,162
58,37,15,5,13,3,163
58,38,5,0,2,0,150
58,39,18,8,4,0,187
58,40,4,2,4,2,110
58,41,17,7,14,6,185
58,42,5,3,5,3,78
58,43,15,2,5,2,189
58,44,26,19,7,3,195
58,45,17,3,9,0,175
58,46,13,8,3,1,181
58,47,14,3,9,0,178
58,48,7,0,3,0,77
58,49,0,0,0,0,160
58,50,5,3,1,0,174
58,51,18,4,10,3,154
58,52,9,0,0,0,195
58,53,4,0,4,0,121
58,54,0,0,0,0,90
58,55,0,0,0,0,149
58,56,1,1,0,0,70
58,57,1,0,0,0,80
58,58,0,0,0,0,180
58,59,3,1,0,0,118
58,60,5,1,3,1,73
58,61,29,13,8,7,185
58,62,4,0,0,0,111
58,63,0,0,0,0,115
58,64,4,4,4,4,142
58,65,1,0,0,0,84
58,66,46,36,42,36,188
58,67,9,1,3,1,148
58,68,5,2,4,1,138
58,69,7,0,2,0,78
58,70,25,21,25,21,108
58,71,1,0,1,0,108
58,72,13,10,3,1,79
58,73,5,0,5,0,176
58,74,6,0,3,0,83
58,75,5,1,5,1,186
58,76,3,1,1,0,190
58,77,1,0,1,0,111
58,78,16,13,9,7,90
58,79,27,25,2,2,185
58,80,11,5,5,0,189
58,81,11,2,3,1,152
58,82,14,2,12,0,102
58,83,10,1,7,1,167
58,84,9,9,6,6,187
58,85,1,0,0,0,194
58,86,6,4,4,2,69
58,87,9,7,5,4,112
58,88,6,1,6,1,173
58,89,6,6,2,2,102
58,90,2,0,0,0,97
58,91,7,5,6,5,165
58,92,5,2,2,2,156
58,93,1,0,1,0,93
58,94,3,0,3,0,129
58,95,6,0,3,0,142
58,96,3,1,1,1,85
58,97,10,8,2,2,184
58,98,8,4,2,1,182
58,99,0,0,0,0,188
59,1,4,3,4,3,134
59,2,17,3,14,3,189
59,3,15,3,11,0,127
59,4,1,0,0,0,85
59,5,5,0,0,0,95
59,6,5,1,4,1,185
59,7,18,11,3,3,142
59,8,12,1,10,1,145
59,9,11,3,2,0,126
59,10,11,9,4,4,68
59,11,0,0,0,0,75
59,12,1,1,1,1,88
59,13,0,0,0,0,108
59,14,1,0,1,0,117
59,15,31,21,11,6,156
59,16,38,7,32,5,197
59,17,25,5,14,2,127
59,18,9,7,8,7,122
59,19,5,0,5,0,195
59,20,1,0,0,0,114
59,21,10,2,9,2,144
59,22,3,1,3,1,104
59,23,27,9,18,3,147
59,24,9,9,3,3,146
59,25,29,14,15,5,204
59,26,4,3,1,0,145
59,27,11,8,8,5,70
59,28,1,0,1,0,93
59,29,13,7,2,0,183
59,30,9,3,7,2,114
59,31,11,0,4,0,90
59,32,6,1,3,0,165
59,33,5,5,4,4,151
59,34,7,5,5,3,125
59,35,4,0,1,0,202
59,36,2,0,0,0,107
59,37,5,1,4,1,105
59,38,5,0,0,0,156
59,39,43,14,28,3,162
59,40,4,1,4,1,136
59,41,24,5,22,5,108
59,42,8,2,4,1,142
59,43,2,0,1,0,76
59,44,14,0,1,0,143
59,45,36,24,12,6,196
59,46,2,0,1,0,92
59,47,8,2,3,2,186
59,48,17,5,7,2,155
59,49,26,2,17,1,129
59,50,3,0,0,0,161
59,51,3,3,1,1,171
59,52,20,5,11,4,143
59,53,0,0,0,0,115
59,54,14,11,2,0,72
59,55,0,0,0,0,104
59,56,0,0,0,0,123
59,57,0,0,0,0,146
59,58,2,1,0,0,153
59,59,0,0,0,0,170
59,60,2,1,0,0,166
59,61,10,4,4,1,152
59,62,21,2,0,0,143
59,63,4,1,4,1,118
59,64,2,2,2,2,195
59,65,1,0,0,0,89
59,66,46,29,42,29,196
59,67,9,4,4,1,111
59,68,7,3,4,1,191
59,69,23,20,23,20,167
59,70,1,0,1,0,108
59,71,14,3,1,1,192
59,72,13,4,7,4,157
59,73,7,1,3,1,106
59,74,1,0,0,0,149
59,75,3,0,0,0,137
59,76,14,6,5,0,160
59,77,27,27,2,2,140
59,78,1,0,1,0,196
59,79,10,5,4,0,92
59,80,11,4,2,1,177
59,81,7,0,5,0,121
59,82,4,2,4,2,103
59,83,9,9,6,6,155
59,84,1,0,0,0,181
59,85,15,6,8,2,112
59,86,2,2,0,0,145
59,87,5,0,5,0,75
59,88,6,0,2,0,172
59,89,2,0,0,0,73
59,90,7,5,6,5,164
59,91,5,2,2,2,162
59,92,4,0,4,0,97
59,93,4,0,4,0,89
59,94,6,0,3,0,144
59,95,8,5,2,1,143
59,96,5,4,3,2,113
59,97,9,6,3,2,184
59,98,0,0,0,0,118
59,99,1,0,0,0,98
60,1,11,6,8,5,152
60,2,16,3,4,3,83
60,3,17,0,15,0,170
60,4,1,0,1,0,164
60,5,6,0,1,0,99
60,6,1,0,0,0,104
60,7,7,5,3,1,153
60,8,10,2,6,0,204
60,9,13,6,5,2,131
60,10,10,1,1,1,170
60,11,25,10,7,0,75
60,12,2,2,0,0,168
60,13,30,19,10,4,139
60,14,10,2,3,0,171
60,15,29,29,29,29,96
60,16,13,0,7,0,187
60,17,9,1,9,1,171
60,18,11,7,9,6,107
60,19,3,0,3,0,83
60,20,18,4,13,0,166
60,21,19,8,8,0,125
60,22,6,3,6,3,142
60,23,3,3,2,2,199
60,24,28,14,8,2,162
60,25,6,0,0,0,99
60,26,9,0,2,0,133
60,27,16,8,1,0,175
60,28,18,8,16,7,96
60,29,1,0,0,0,109
60,30,7,3,1,1,131
60,31,1,0,0,0,118
60,32,12,3,4,1,76
60,33,7,7,5,5,111
60,34,15,8,13,6,136
60,35,0,0,0,0,152
60,36,8,1,8,1,109
60,37,12,0,1,0,124
60,38,17,8,0,0,177
60,39,15,0,15,0,102
60,40,3,3,3,3,74
60,41,11,3,11,3,85
60,42,1,0,1,0,97
60,43,4,4,4,4,146
60,44,7,2,2,1,180
60,45,21,7,9,3,180
60,46,11,0,0,0,205
60,47,9,1,6,1,178
60,48,25,4,21,0,195
60,49,0,0,0,0,87
60,50,2,1,2,1,138
60,51,6,6,4,4,82
60,52,16,1,8,1,123
60,53,17,1,8,0,205
60,54,0,0,0,0,79
60,55,0,0,0,0,87
60,56,0,0,0,0,159
60,57,0,0,0,0,125
60,58,2,1,2,1,126
60,59,0,0,0,0,78
60,60,6,0,5,0,114
60,61,6,2,0,0,166
60,62,28,11,8,5,205
60,63,4,0,4,0,136
60,64,2,2,2,2,176
60,65,39,14,39,14,166
60,66,22,1,3,1,165
60,67,5,0,2,0,176
60,68,17,12,17,12,211
60,69,0,0,0,0,105
60,70,13,8,3,3,110
60,71,0,0,0,0,131
60,72,3,1,3,1,100
60,73,9,2,9,2,203
60,74,2,0,2,0,100
60,75,6,0,4,0,82
60,76,7,3,6,2,181
60,77,5,1,2,1,146
60,78,22,22,5,5,79
60,79,8,0,6,0,77
60,80,16,8,0,0,194
60,81,7,1,0,0,121
60,82,15,4,6,0,118
60,83,2,0,2,0,199
60,84,3,3,0,0,91
60,85,1,0,0,0,177
60,86,13,7,8,3,156
60,87,2,2,0,0,113
60,88,9,3,5,2,203
60,89,2,0,0,0,133
60,90,7,6,6,6,152
60,91,11,5,9,3,174
60,92,1,0,1,0,118
60,93,0,0,0,0,117
60,94,8,0,6,0,97
60,95,7,1,1,1,153
60,96,5,5,2,2,131
60,97,4,2,4,2,107
60,98,2,2,0,0,74
60,99,0,0,0,0,170
61,1,13,6,10,5,159
61,2,18,2,15,0,199
61,3,7,5,2,0,190
61,4,0,0,0,0,145
61,5,7,2,1,0,176
61,6,16,4,7,0,177
61,7,6,2,3,0,171
61,8,27,13,6,4,109
61,9,6,1,1,1,81
61,10,14,3,8,0,143
61,11,1,0,1,0,107
61,12,29,11,9,3,182
61,13,8,2,0,0,89
61,14,30,30,28,28,172
61,15,16,12,0,0,69
61,16,9,5,8,5,127
61,17,29,29,26,26,91
61,18,8,6,8,6,130
61,19,2,0,1,0,189
61,20,2,2,0,0,90
61,21,12,11,1,1,92
61,22,10,4,9,4,111
61,23,3,3,3,3,91
61,24,3,2,3,2,86
61,25,3,0,3,0,98
61,26,24,11,6,2,126
61,27,11,11,8,8,157
61,28,1,1,1,1,142
61,29,18,12,3,1,151
61,30,7,3,5,2,119
61,31,11,0,4,0,71
61,32,7,2,2,1,175
61,33,9,7,2,0,168
61,34,7,1,5,1,192
61,35,1,0,1,0,171
61,36,3,0,2,0,98
61,37,3,0,0,0,167
61,38,17,10,1,0,100
61,39,20,0,20,0,128
61,40,3,3,3,3,85
61,41,16,5,13,4,194
61,42,4,4,4,4,160
61,43,14,0,1,0,131
61,44,12,5,9,2,135
61,45,13,9,4,3,140
61,46,7,0,1,0,145
61,47,4,2,4,2,94
61,48,9,3,8,3,88
61,49,27,4,23,0,192
61,50,0,0,0,0,145
61,51,4,3,1,1,114
61,52,10,0,5,0,195
61,53,23,3,12,2,164
61,54,0,0,0,0,116
61,55,1,0,0,0,101
61,56,0,0,0,0,128
61,57,0,0,0,0,76
61,58,3,2,1,1,158
61,59,1,0,0,0,165
61,60,6,4,0,0,206
61,61,29,14,5,4,165
61,62,7,1,3,0,85
61,63,0,0,0,0,139
61,64,4,1,4,1,184
61,65,41,36,41,36,192
61,66,30,14,2,0,123
61,67,3,1,2,1,121
61,68,3,1,1,0,92
61,69,23,13,23,13,198
61,70,12,4,3,2,166
61,71,1,0,0,0,97
61,72,9,3,7,3,96
61,73,20,7,7,2,93
61,74,9,7,8,7,113
61,75,1,0,1,0,164
61,76,7,5,3,3,206
61,77,28,4,28,4,119
61,78,20,19,1,1,113
61,79,5,0,4,0,124
61,80,11,9,5,3,113
61,81,3,0,1,0,78
61,82,10,1,0,0,112
61,83,15,1,11,0,170
61,84,9,6,6,3,203
61,85,4,1,4,1,91
61,86,6,4,2,1,192
61,87,8,6,4,4,92
61,88,3,1,3,1,95
61,89,5,1,5,1,177
61,90,9,5,4,0,207
61,91,10,9,2,1,96
61,92,2,2,2,2,122
61,93,5,2,3,0,186
61,94,3,0,3,0,178
61,95,2,0,1,0,98
61,96,24,12,8,2,165
61,97,2,1,1,0,115
61,98,5,3,0,0,198
61,99,0,0,0,0,71
62,1,11,6,8,5,152
62,2,18,3,15,3,193
62,3,5,4,0,0,159
62,4,4,0,4,0,177
62,5,5,2,1,1,148
62,6,11,5,0,0,149
