genomeNum,sbid,test1,test2,test3,test4,size
26,54,1,0,1,0,126
26,55,2,2,0,0,175
26,56,2,1,2,1,98
26,57,0,0,0,0,69
26,58,6,0,4,0,153
26,59,2,2,0,0,120
26,60,17,11,7,6,108
26,61,15,0,3,0,198
26,62,3,3,3,3,89
26,63,2,1,2,1,89
26,64,0,0,0,0,127
26,65,41,32,41,32,199
26,66,41,6,8,2,186
26,67,7,4,4,1,142
26,68,18,16,18,16,148
26,69,0,0,0,0,96
26,70,13,9,3,2,79
26,71,1,0,0,0,95
26,72,3,1,1,1,172
26,73,8,2,6,2,146
26,74,1,1,0,0,103
26,75,3,1,3,1,206
26,76,1,0,0,0,103
26,77,27,26,5,5,201
26,78,4,0,4,0,166
26,79,26,10,3,1,180
26,80,3,1,1,0,105
26,81,14,1,11,1,163
26,82,3,1,2,1,89
26,83,6,6,3,3,102
26,84,1,0,1,0,99
26,85,13,4,4,1,160
26,86,8,5,4,3,98
26,87,2,1,2,1,138
26,88,9,1,3,0,155
26,89,2,0,0,0,82
26,90,1,1,0,0,136
26,91,16,11,12,8,171
26,92,4,0,3,0,95
26,93,0,0,0,0,110
26,94,4,0,3,0,187
26,95,9,6,3,2,134
26,96,5,4,2,2,169
26,97,5,2,5,2,111
26,98,5,3,0,0,135
26,99,4,0,3,0,99
27,1,3,2,3,2,129
27,2,12,5,6,3,113
27,3,17,0,15,0,147
27,4,3,1,1,0,180
27,5,2,0,1,0,142
27,6,8,0,8,0,87
27,7,18,11,3,3,158
27,8,15,2,12,2,128
27,9,15,5,4,3,188
27,10,7,1,2,1,159
27,11,9,5,1,0,158
27,12,3,0,2,0,116
27,13,32,14,7,1,186
27,14,35,35,31,31,169
27,15,22,4,11,2,141
27,16,31,6,25,3,163
27,17,6,6,6,6,145
27,18,1,0,0,0,199
27,19,31,10,16,0,158
27,20,14,1,14,1,160
27,21,11,6,5,1,154
27,22,11,0,10,0,127
27,23,16,11,4,1,142
27,24,15,13,15,13,157
27,25,6,5,5,4,180
27,26,9,2,8,1,163
27,27,9,3,2,0,104
27,28,8,2,6,2,164
27,29,6,5,4,4,127
27,30,7,3,6,3,176
27,31,3,2,1,0,77
27,32,5,0,5,0,105
27,33,3,2,0,0,135
27,34,2,0,1,0,84
27,35,6,2,6,2,101
27,36,12,10,0,0,68
27,37,33,21,30,19,102
27,38,2,1,2,1,144
27,39,7,3,7,3,88
27,40,10,3,7,3,149
27,41,1,0,1,0,122
27,42,18,18,5,5,197
27,43,13,4,5,1,117
27,44,2,0,1,0,108
27,45,8,2,3,2,165
27,46,15,3,8,3,141
27,47,33,4,27,0,191
27,48,1,1,1,1,176
27,49,8,4,3,0,134
27,50,12,3,6,2,134
27,51,0,0,0,0,69
27,52,12,1,1,0,154
27,53,0,0,0,0,164
27,54,0,0,0,0,117
27,55,2,2,0,0,176
27,56,0,0,0,0,128
27,57,1,0,0,0,137
27,58,3,1,0,0,111
27,59,0,0,0,0,98
27,60,28,18,5,5,124
27,61,3,0,0,0,116
27,62,4,1,4,1,72
27,63,2,2,2,2,138
27,64,1,0,0,0,127
27,65,19,16,19,16,95
27,66,24,1,2,0,174
27,67,5,2,3,2,91
27,68,1,1,0,0,86
27,69,11,6,11,6,125
27,70,7,2,7,2,196
27,71,13,6,3,1,151
27,72,3,1,1,1,170
27,73,4,1,4,1,200
27,74,3,0,3,0,154
27,75,4,0,2,0,122
27,76,15,7,7,1,114
27,77,27,21,4,2,198
27,78,16,5,9,0,158
27,79,14,11,0,0,87
27,80,10,7,0,0,178
27,81,14,1,12,1,149
27,82,8,3,7,2,67
27,83,9,6,6,3,177
27,84,6,1,1,0,197
27,85,6,4,5,3,67
27,86,5,2,0,0,161
27,87,6,1,5,1,119
27,88,9,6,5,2,67
27,89,3,3,2,2,197
27,90,7,5,3,1,77
27,91,5,0,4,0,74
27,92,8,4,6,3,189
27,93,0,0,0,0,181
27,94,6,0,5,0,84
27,95,9,6,3,2,129
27,96,5,4,2,2,147
27,97,8,7,3,2,124
27,98,2,0,0,0,74
27,99,1,0,1,0,158
28,1,4,3,4,3,140
28,2,6,3,5,3,103
28,3,2,2,0,0,119
28,4,11,0,11,0,84
28,5,7,0,6,0,71
28,6,2,0,1,0,186
28,7,9,1,3,0,119
28,8,15,4,2,0,182
28,9,0,0,0,0,101
28,10,12,3,3,1,139
28,11,19,14,4,1,93
28,12,1,1,1,1,144
28,13,2,2,0,0,120
28,14,4,4,2,2,164
28,15,32,18,10,9,206
28,16,36,24,34,22,153
28,17,9,6,8,6,143
28,18,10,0,10,0,201
28,19,1,1,0,0,163
28,20,14,3,12,3,87
28,21,35,22,21,15,166
28,22,10,2,9,2,151
28,23,10,9,4,3,80
28,24,19,11,12,6,200
28,25,18,11,6,0,203
28,26,17,8,6,3,101
28,27,1,1,1,1,72
28,28,18,11,3,1,168
28,29,12,4,10,3,144
28,30,7,4,3,2,115
28,31,0,0,0,0,108
28,32,12,8,5,1,192
28,33,6,0,4,0,203
28,34,1,0,1,0,126
28,35,0,0,0,0,86
28,36,8,0,2,0,160
28,37,16,8,0,0,126
28,38,12,0,12,0,202
28,39,18,6,16,6,122
28,40,9,3,6,3,196
28,41,1,0,1,0,120
28,42,5,5,4,4,94
28,43,9,2,7,1,106
28,44,13,11,2,2,93
28,45,1,0,1,0,100
28,46,10,5,1,1,107
28,47,2,1,2,1,72
28,48,13,7,7,4,114
28,49,24,2,21,1,181
28,50,1,1,1,1,181
28,51,2,2,0,0,88
28,52,14,2,8,1,128
28,53,2,1,2,1,84
28,54,12,0,1,0,188
28,55,0,0,0,0,103
28,56,0,0,0,0,100
28,57,0,0,0,0,170
28,58,6,3,4,1,75
28,59,3,0,0,0,110
28,60,0,0,0,0,117
28,61,5,1,2,0,101
28,62,5,4,1,0,143
28,63,10,0,3,0,191
28,64,0,0,0,0,155
28,65,4,4,4,4,122
28,66,11,1,11,1,173
28,67,18,0,2,0,191
28,68,7,0,4,0,175
28,69,18,9,18,9,167
28,70,1,1,1,1,166
28,71,14,9,4,1,93
28,72,4,0,4,0,135
28,73,20,4,8,2,192
28,74,9,5,8,5,131
28,75,3,0,2,0,207
28,76,3,1,0,0,111
28,77,26,26,2,2,171
28,78,13,0,8,0,110
28,79,11,6,4,0,121
28,80,23,6,5,2,178
28,81,8,1,5,0,80
28,82,3,2,0,0,76
28,83,1,0,1,0,178
28,84,9,9,4,4,94
28,85,1,0,0,0,162
28,86,9,5,3,1,160
28,87,5,2,0,0,140
28,88,5,1,5,1,84
28,89,5,0,1,0,105
28,90,10,6,4,2,170
28,91,7,6,6,6,157
28,92,3,0,3,0,118
28,93,7,2,5,0,184
28,94,3,2,3,2,163
28,95,11,2,6,2,191
28,96,0,0,0,0,90
28,97,10,4,8,2,78
28,98,3,3,0,0,201
28,99,5,0,5,0,89
29,1,14,7,11,7,188
29,2,2,0,0,0,148
29,3,15,3,11,0,117
29,4,1,0,1,0,130
29,5,0,0,0,0,104
29,6,8,2,1,0,191
29,7,4,1,1,0,122
29,8,4,1,0,0,127
29,9,3,0,2,0,88
29,10,26,13,6,4,123
29,11,6,2,2,2,84
29,12,12,5,2,0,180
29,13,6,4,3,2,136
29,14,28,19,9,6,211
29,15,36,36,34,34,125
29,16,21,5,10,2,121
29,17,16,5,11,1,204
29,18,2,1,1,0,85
29,19,1,0,0,0,173
29,20,0,0,0,0,113
29,21,48,25,39,23,197
29,22,11,8,5,3,169
29,23,7,3,2,2,166
29,24,22,13,2,1,117
29,25,0,0,0,0,85
29,26,10,2,1,0,140
29,27,3,2,3,2,166
29,28,13,8,11,6,130
29,29,1,0,0,0,106
29,30,5,1,2,0,198
29,31,14,8,5,1,191
29,32,9,4,7,2,189
29,33,2,0,1,0,150
29,34,4,0,2,0,120
29,35,5,0,0,0,154
29,36,16,6,3,0,129
29,37,0,0,0,0,111
29,38,2,0,2,0,128
29,39,14,5,11,5,75
29,40,7,4,4,4,165
29,41,15,8,1,1,133
29,42,7,2,3,2,73
29,43,21,11,9,5,151
29,44,5,4,0,0,168
29,45,3,2,3,2,71
29,46,10,1,1,1,113
29,47,18,3,12,0,163
29,48,4,0,2,0,188
29,49,3,3,1,1,171
29,50,10,3,7,1,124
29,51,6,0,5,0,184
29,52,5,0,0,0,143
29,53,0,0,0,0,83
29,54,0,0,0,0,93
29,55,0,0,0,0,134
29,56,3,1,1,0,150
29,57,5,1,5,1,207
29,58,6,5,0,0,131
29,59,18,9,8,5,159
29,60,26,5,3,3,137
29,61,3,3,3,3,113
29,62,1,1,1,1,104
29,63,0,0,0,0,102
29,64,42,36,42,36,154
29,65,31,8,6,2,187
29,66,2,1,1,1,91
29,67,16,9,13,8,208
29,68,1,1,1,1,74
29,69,0,0,0,0,88
29,70,11,4,1,1,177
29,71,7,4,5,4,81
29,72,4,2,2,1,70
29,73,11,3,7,3,113
29,74,9,6,8,6,89
29,75,5,1,4,0,209
29,76,1,1,1,1,96
29,77,45,11,38,6,123
29,78,27,27,1,1,147
29,79,0,0,0,0,119
29,80,19,11,1,0,182
29,81,11,7,2,1,146
29,82,10,1,8,1,189
29,83,4,4,4,4,111
29,84,3,3,0,0,102
29,85,9,6,2,1,208
29,86,8,7,4,4,132
29,87,18,4,4,0,167
29,88,6,6,2,2,96
29,89,3,2,3,2,164
29,90,13,12,2,1,113
29,91,2,0,2,0,82
29,92,4,0,4,0,155
29,93,0,0,0,0,74
29,94,5,0,0,0,137
29,95,6,0,1,0,209
29,96,5,5,2,2,130
29,97,2,0,1,0,76
29,98,5,3,0,0,170
29,99,1,0,0,0,101
30,1,4,3,4,3,139
30,2,8,2,6,1,130
30,3,20,11,18,11,134
30,4,2,0,1,0,87
30,5,6,0,1,0,141
30,6,2,0,1,0,202
30,7,10,7,0,0,122
30,8,18,10,16,8,81
30,9,4,2,0,0,118
30,10,24,10,8,6,123
30,11,7,1,2,1,77
30,12,8,2,3,2,78
30,13,11,5,2,0,170
30,14,10,3,3,3,186
30,15,1,1,0,0,85
30,16,31,31,27,27,183
30,17,9,6,0,0,85
30,18,12,7,11,7,143
30,19,38,27,35,27,81
30,20,10,7,9,6,170
30,21,15,0,12,0,195
30,22,17,11,3,0,137
30,23,11,6,11,6,205
30,24,3,1,3,1,112
30,25,25,9,17,6,157
30,26,3,3,0,0,97
30,27,13,9,10,6,130
30,28,4,4,4,4,137
30,29,26,13,14,4,198
30,30,3,1,0,0,176
30,31,14,0,11,0,148
30,32,5,5,4,4,109
30,33,6,4,5,4,87
30,34,5,3,2,1,133
30,35,1,0,1,0,177
30,36,1,0,0,0,80
30,37,0,0,0,0,200
30,38,15,8,0,0,146
30,39,21,6,21,6,72
30,40,1,1,1,1,70
30,41,13,2,12,2,152
30,42,6,5,3,2,102
30,43,2,0,1,0,141
30,44,12,7,10,7,74
30,45,10,10,5,5,112
30,46,12,6,6,3,171
30,47,11,0,0,0,186
30,48,9,0,1,0,124
30,49,29,8,22,5,118
30,50,7,0,1,0,104
30,51,1,0,1,0,204
30,52,12,7,0,0,197
30,53,6,2,4,2,178
30,54,12,2,0,0,159
30,55,0,0,0,0,103
30,56,0,0,0,0,178
30,57,2,1,0,0,164
30,58,0,0,0,0,131
30,59,3,1,0,0,187
30,60,17,6,7,4,174
30,61,23,11,0,0,88
30,62,1,0,0,0,180
30,63,2,0,2,0,94
30,64,5,0,5,0,105
30,65,1,1,0,0,69
30,66,46,32,42,32,185
30,67,9,3,4,1,122
30,68,5,3,4,3,166
30,69,8,0,2,0,75
30,70,34,22,34,22,113
30,71,9,2,0,0,134
30,72,1,1,1,1,119
30,73,7,2,5,2,85
30,74,23,6,10,3,180
30,75,6,0,5,0,189
30,76,2,0,1,0,163
30,77,21,12,12,6,180
30,78,27,27,1,1,104
30,79,3,0,3,0,69
30,80,0,0,0,0,101
30,81,19,11,1,0,170
30,82,22,9,18,9,183
30,83,2,0,2,0,101
30,84,5,1,5,1,160
30,85,5,5,2,2,158
30,86,7,5,2,1,204
30,87,2,2,0,0,127
30,88,3,0,3,0,96
30,89,6,0,2,0,87
30,90,44,44,4,4,184
30,91,14,12,10,9,177
30,92,9,1,7,0,206
30,93,0,0,0,0,185
30,94,10,1,9,0,73
30,95,7,3,1,1,147
30,96,5,5,2,2,141
30,97,2,0,2,0,93
30,98,5,5,0,0,71
30,99,0,0,0,0,177
31,1,3,2,3,2,105
31,2,30,8,24,5,95
31,3,4,1,0,0,80
31,4,21,5,15,0,172
31,5,6,0,5,0,164
31,6,2,2,1,1,179
31,7,16,10,3,3,173
31,8,16,7,16,7,102
31,9,5,2,0,0,102
31,10,23,13,8,5,150
31,11,5,1,1,1,105
31,12,10,6,1,0,103
31,13,1,0,1,0,184
31,14,30,27,10,7,123
31,15,0,0,0,0,73
31,16,35,35,33,33,165
31,17,13,3,3,2,158
31,18,31,10,24,5,152
31,19,5,0,5,0,86
31,20,2,1,0,0,158
31,21,14,10,14,10,92
31,22,22,3,20,1,135
31,23,23,7,14,4,182
31,24,10,3,3,2,162
31,25,23,10,12,7,148
31,26,3,3,0,0,83
31,27,14,13,14,13,175
31,28,6,5,5,4,125
31,29,16,8,11,5,185
31,30,2,0,2,0,105
31,31,12,7,7,4,117
31,32,1,0,1,0,100
31,33,5,5,4,4,69
31,34,11,8,6,4,155
31,35,13,7,11,5,149
31,36,5,1,4,1,85
31,37,3,2,0,0,130
31,38,2,0,1,0,96
31,39,12,9,2,0,154
31,40,23,3,21,1,166
31,41,2,1,2,1,120
31,42,10,4,9,4,154
31,43,5,3,5,3,92
31,44,8,2,8,2,173
31,45,12,3,7,1,141
31,46,12,9,3,3,158
31,47,12,0,1,0,175
31,48,10,3,5,0,178
31,49,32,3,31,2,181
31,50,0,0,0,0,166
31,51,4,3,1,0,76
31,52,7,2,4,0,124
31,53,6,2,4,2,178
31,54,13,2,1,0,154
31,55,2,0,1,0,66
31,56,0,0,0,0,117
31,57,0,0,0,0,181
31,58,4,2,2,1,127
31,59,1,0,0,0,131
31,60,2,1,0,0,189
31,61,18,6,7,4,179
31,62,10,2,3,0,138
31,63,4,4,4,4,175
31,64,3,0,2,0,71
31,65,5,1,5,1,118
31,66,42,40,42,40,137
31,67,39,7,6,1,179
31,68,7,3,4,1,171
31,69,18,4,10,4,76
31,70,34,20,34,20,72
31,71,1,1,1,1,125
31,72,11,8,1,1,131
31,73,7,4,7,4,130
31,74,25,8,12,3,107
31,75,9,0,7,0,179
31,76,4,1,3,1,144
31,77,3,0,1,0,131
31,78,24,15,18,10,147
31,79,24,13,2,0,188
31,80,18,11,1,0,181
31,81,9,2,0,0,143
31,82,24,9,17,5,136
31,83,1,1,1,1,166
31,84,8,8,5,5,128
31,85,4,0,4,0,85
31,86,7,5,2,2,156
31,87,8,7,4,4,139
31,88,1,0,1,0,71
31,89,5,3,5,3,126
31,90,11,7,5,4,141
31,91,8,6,7,6,182
31,92,5,2,2,2,170
31,93,7,2,5,0,182
31,94,6,1,5,1,161
31,95,10,6,3,2,117
31,96,5,3,1,0,113
31,97,4,2,3,1,158
31,98,5,3,0,0,143
31,99,1,0,0,0,99
32,1,3,1,2,1,113
32,2,30,6,24,3,98
32,3,2,2,0,0,179
32,4,2,1,1,0,162
32,5,2,0,1,0,185
32,6,1,0,0,0,84
32,7,7,5,0,0,73
32,8,11,0,9,0,200
32,9,1,0,0,0,124
32,10,19,8,5,3,81
32,11,1,1,1,1,169
32,12,3,2,1,0,186
32,13,8,5,5,3,104
32,14,27,12,10,5,167
32,15,31,31,29,29,139
32,16,14,8,3,0,74
32,17,9,2,7,1,68
32,18,7,0,6,0,76
32,19,20,1,17,1,141
32,20,10,8,10,8,70
32,21,1,0,0,0,168
32,22,2,2,0,0,152
32,23,48,23,38,17,158
32,24,11,8,5,3,165
32,25,3,2,3,2,116
32,26,26,16,7,3,183
32,27,13,11,10,8,162
32,28,6,5,5,4,195
32,29,8,1,6,0,193
32,30,17,10,14,7,145
32,31,1,0,0,0,155
32,32,15,8,7,2,151
32,33,12,4,10,2,151
32,34,4,1,4,1,68
32,35,8,5,1,0,184
32,36,0,0,0,0,180
32,37,15,6,0,0,154
32,38,11,0,11,0,102
32,39,14,2,5,2,113
32,40,14,2,11,2,190
32,41,1,0,0,0,71
32,42,13,0,1,0,173
32,43,11,4,4,2,68
32,44,13,4,5,1,111
32,45,1,0,0,0,128
32,46,10,2,4,2,157
32,47,16,7,4,0,78
32,48,21,9,14,5,170
32,49,12,4,8,4,98
32,50,0,0,0,0,112
32,51,5,3,1,0,188
32,52,9,3,4,2,86
32,53,0,0,0,0,119
32,54,12,1,0,0,102
32,55,0,0,0,0,71
32,56,0,0,0,0,108
32,57,0,0,0,0,199
32,58,2,2,0,0,88
32,59,0,0,0,0,187
32,60,3,1,0,0,197
32,61,17,4,7,2,182
32,62,25,6,3,0,122
32,63,0,0,0,0,174
32,64,3,3,3,3,97
32,65,1,1,1,1,141
32,66,47,34,43,33,177
32,67,9,1,3,1,155
32,68,7,4,4,1,157
32,69,23,20,23,20,164
32,70,9,1,1,0,185
32,71,4,0,0,0,118
32,72,11,3,6,3,162
32,73,10,0,8,0,168
32,74,3,0,2,0,171
32,75,0,0,0,0,67
32,76,21,12,12,6,177
32,77,3,3,1,1,69
32,78,11,0,10,0,178
32,79,12,11,6,6,130
32,80,15,8,6,3,199
32,81,15,1,13,1,120
32,82,1,0,1,0,168
32,83,6,6,3,3,74
32,84,0,0,0,0,144
32,85,10,4,2,1,132
32,86,8,6,4,4,93
32,87,11,2,11,2,187
32,88,3,0,1,0,76
32,89,10,3,4,0,140
32,90,7,6,6,6,159
32,91,2,0,2,0,127
32,92,2,0,0,0,68
32,93,0,0,0,0,190
32,94,2,1,2,1,193
32,95,23,12,7,2,194
32,96,8,2,1,1,69
32,97,6,6,1,1,102
32,98,0,0,0,0,126
32,99,0,0,0,0,76
33,1,2,2,2,2,93
33,2,34,10,30,9,172
33,3,21,3,15,0,160
33,4,6,1,5,1,161
33,5,3,1,1,0,206
33,6,6,6,1,1,142
33,7,15,1,13,1,144
33,8,16,6,5,4,190
33,9,7,7,0,0,82
33,10,3,1,1,1,126
33,11,2,2,0,0,172
33,12,27,10,7,3,199
33,13,14,2,3,0,131
33,14,36,24,36,24,142
33,15,17,5,12,5,182
33,16,6,1,3,1,131
33,17,9,2,8,1,184
33,18,10,4,10,4,159
33,19,24,8,14,0,104
33,20,10,5,10,5,187
33,21,3,3,2,2,175
33,22,20,9,6,2,106
33,23,15,12,9,6,204
33,24,1,1,1,1,119
33,25,4,1,3,1,133
33,26,16,7,14,6,198
33,27,9,3,5,2,169
33,28,6,3,4,1,172
33,29,5,4,5,4,132
33,30,9,5,6,3,146
33,31,7,3,2,0,206
33,32,3,0,0,0,163
33,33,16,8,0,0,117
33,34,20,0,20,0,129
33,35,4,2,4,2,116
33,36,11,2,9,2,89
33,37,8,5,5,3,127
33,38,1,0,0,0,133
33,39,21,15,7,5,108
33,40,6,4,0,0,77
33,41,12,7,7,4,163
33,42,14,0,14,0,102
33,43,12,8,2,2,185
33,44,14,5,11,2,189
33,45,11,1,5,0,87
33,46,3,0,3,0,69
33,47,1,0,1,0,91
33,48,4,2,1,0,126
33,49,16,2,9,1,149
33,50,3,0,0,0,149
33,51,7,2,5,0,184
33,52,0,0,0,0,166
33,53,2,2,0,0,176
33,54,0,0,0,0,78
33,55,1,0,0,0,139
33,56,2,1,0,0,178
33,57,5,2,2,0,110
33,58,13,0,6,0,190
33,59,4,1,4,1,80
33,60,3,3,3,3,88
33,61,4,1,4,1,204
33,62,40,39,40,39,157
33,63,27,17,1,1,91
33,64,5,2,3,1,158
33,65,5,2,4,1,94
33,66,10,5,4,2,69
33,67,19,9,19,9,142
33,68,13,3,3,1,149
33,69,1,0,0,0,77
33,70,14,6,11,6,196
33,71,8,0,7,0,192
33,72,3,1,3,1,94
33,73,3,0,0,0,108
33,74,15,7,6,0,135
33,75,22,3,21,3,90
33,76,25,25,1,1,93
33,77,1,0,0,0,87
33,78,0,0,0,0,73
33,79,7,5,1,0,106
33,80,9,2,0,0,138
33,81,19,4,12,1,162
33,82,2,0,2,0,130
33,83,9,9,4,4,102
33,84,1,0,0,0,197
33,85,14,9,6,1,200
33,86,6,1,6,1,168
33,87,6,4,2,1,121
33,88,2,0,0,0,111
33,89,28,13,7,5,172
33,90,0,0,0,0,85
33,91,7,2,4,2,72
33,92,1,0,1,0,124
33,93,0,0,0,0,104
33,94,1,0,0,0,119
33,95,8,5,2,1,127
33,96,8,5,6,3,119
33,97,9,6,3,2,149
33,98,0,0,0,0,107
33,99,0,0,0,0,118
34,1,14,6,11,6,173
34,2,13,0,11,0,154
34,3,4,3,0,0,131
34,4,1,0,1,0,113
34,5,4,0,1,0,106
34,6,5,2,1,1,147
34,7,5,5,0,0,115
34,8,12,5,10,5,150
34,9,9,3,2,0,132
34,10,20,12,4,1,105
34,11,1,1,1,1,73
34,12,39,19,24,8,97
34,13,0,0,0,0,85
34,14,2,1,2,1,84
34,15,23,4,7,4,130
34,16,14,8,5,2,147
34,17,32,10,30,8,96
34,18,21,2,11,2,154
34,19,0,0,0,0,114
34,20,5,0,1,0,119
34,21,11,7,11,7,89
34,22,1,1,0,0,92
34,23,15,6,14,6,120
34,24,17,11,3,0,139
34,25,14,2,14,2,149
34,26,12,3,5,2,201
34,27,26,10,8,2,135
34,28,3,3,0,0,100
34,29,15,13,15,13,159
34,30,6,5,6,5,168
34,31,10,2,9,1,195
34,32,7,2,1,0,83
34,33,3,2,3,2,77
34,34,2,0,0,0,134
34,35,12,7,4,0,150
34,36,5,1,3,0,112
34,37,2,0,0,0,136
34,38,8,5,1,0,173
34,39,1,0,1,0,184
34,40,15,6,0,0,140
34,41,11,0,11,0,136
34,42,8,1,7,1,162
34,43,8,4,4,2,133
34,44,3,0,3,0,100
34,45,11,4,5,2,162
34,46,21,7,9,3,158
34,47,1,0,0,0,105
34,48,10,3,0,0,113
34,49,12,2,4,2,121
34,50,18,4,12,1,131
34,51,9,2,7,2,163
34,52,1,0,1,0,113
34,53,4,3,1,1,115
34,54,12,0,7,0,187
34,55,11,3,2,2,160
34,56,12,3,0,0,184
34,57,1,0,1,0,107
34,58,0,0,0,0,89
34,59,2,1,0,0,141
34,60,0,0,0,0,144
34,61,1,1,0,0,110
34,62,7,4,1,0,183
34,63,29,15,5,5,151
34,64,4,3,3,3,199
34,65,2,1,2,1,182
34,66,6,1,6,1,101
34,67,22,18,22,18,88
34,68,31,2,8,1,197
34,69,8,3,5,1,201
34,70,24,14,24,14,80
34,71,2,2,2,2,181
34,72,10,4,1,1,180
34,73,3,1,3,1,147
34,74,5,1,5,1,180
34,75,4,0,4,0,120
34,76,0,0,0,0,70
34,77,3,0,1,0,145
34,78,44,14,37,8,110
34,79,26,24,1,1,168
34,80,14,5,8,0,175
34,81,4,1,2,1,116
34,82,19,8,15,8,193
34,83,4,2,4,2,103
34,84,9,8,4,3,170
34,85,3,0,3,0,97
34,86,1,1,0,0,93
34,87,10,6,4,2,125
34,88,5,2,0,0,143
34,89,6,4,6,4,162
34,90,11,6,5,2,124
34,91,1,1,0,0,140
34,92,34,14,16,11,199
34,93,1,0,1,0,134
34,94,1,0,1,0,147
34,95,2,1,1,1,172
34,96,20,9,3,0,109
34,97,4,2,3,1,192
34,98,5,3,0,0,132
34,99,0,0,0,0,114
35,1,22,8,20,8,203
35,2,3,2,0,0,121
35,3,6,4,2,0,176
35,4,4,0,4,0,177
35,5,5,2,4,1,134
35,6,19,9,3,2,183
35,7,4,0,3,0,68
35,8,5,3,0,0,73
35,9,23,5,7,3,147
35,10,1,1,1,1,183
35,11,0,0,0,0,71
35,12,0,0,0,0,135
35,13,24,3,8,3,128
35,14,6,1,0,0,114
35,15,37,34,35,32,196
35,16,19,0,7,0,153
35,17,10,0,10,0,200
35,18,8,1,5,0,126
35,19,12,2,11,2,158
35,20,45,20,34,16,195
35,21,7,5,7,5,143
35,22,3,2,3,2,90
35,23,19,6,11,3,170
35,24,3,3,0,0,97
35,25,12,11,9,8,102
35,26,5,4,5,4,172
35,27,12,3,7,0,181
35,28,0,0,0,0,72
35,29,33,8,18,6,141
35,30,6,6,4,4,199
35,31,13,9,5,4,111
35,32,6,0,4,0,204
35,33,4,1,4,1,87
35,34,11,4,9,2,160
35,35,4,0,1,0,158
35,36,19,9,2,0,155
35,37,0,0,0,0,70
35,38,7,0,2,0,165
35,39,5,2,5,2,132
35,40,2,0,2,0,80
35,41,15,0,0,0,90
35,42,19,19,6,6,197
35,43,13,7,7,4,189
35,44,11,4,0,0,119
35,45,9,1,2,1,144
35,46,7,5,1,0,70
35,47,34,2,32,1,175
35,48,1,0,1,0,190
35,49,2,2,0,0,95
35,50,16,2,9,1,163
35,51,0,0,0,0,77
35,52,15,4,3,0,91
35,53,0,0,0,0,118
35,54,1,0,0,0,167
35,55,0,0,0,0,120
35,56,3,2,1,0,107
35,57,0,0,0,0,200
35,58,2,1,0,0,171
35,59,0,0,0,0,90
35,60,26,10,9,6,193
35,61,4,1,4,1,116
35,62,2,2,2,2,145
35,63,0,0,0,0,137
35,64,43,21,40,21,202
35,65,9,3,1,0,68
35,66,5,0,4,0,167
35,67,17,15,17,15,188
35,68,1,1,1,1,143
35,69,10,4,1,1,169
35,70,8,2,6,2,90
35,71,15,4,7,2,80
35,72,7,1,7,1,168
35,73,3,1,3,1,87
35,74,4,0,3,0,68
35,75,6,3,5,2,187
35,76,11,6,7,5,156
35,77,25,22,1,0,137
35,78,11,8,4,3,138
35,79,2,1,2,1,102
35,80,13,7,10,7,169
35,81,0,0,0,0,110
35,82,4,0,4,0,135
35,83,7,6,3,3,193
35,84,0,0,0,0,79
35,85,12,5,5,2,90
35,86,8,7,4,4,153
35,87,5,3,4,3,115
35,88,6,0,2,0,167
35,89,7,2,6,2,108
35,90,12,10,2,1,95
35,91,6,2,3,2,169
35,92,5,2,3,0,162
35,93,0,0,0,0,68
35,94,10,7,3,2,73
35,95,6,0,1,0,188
35,96,10,9,2,2,187
35,97,2,1,2,1,74
35,98,5,3,0,0,143
35,99,2,0,1,0,104
36,1,14,7,11,7,184
36,2,2,0,0,0,145
36,3,18,0,18,0,81
36,4,1,0,1,0,150
36,5,0,0,0,0,139
36,6,9,2,4,1,133
36,7,5,5,0,0,110
36,8,16,7,14,7,124
36,9,5,3,2,0,139
36,10,22,3,7,3,162
36,11,2,2,2,2,124
36,12,2,2,0,0,132
36,13,11,3,4,3,178
36,14,31,9,17,3,193
36,15,32,19,27,19,87
36,16,16,4,5,2,150
36,17,0,0,0,0,73
36,18,4,1,1,1,135
36,19,8,7,7,6,65
36,20,1,0,0,0,137
36,21,16,4,9,0,195
36,22,41,16,31,8,139
36,23,11,8,5,3,154
36,24,4,2,4,2,107
36,25,26,14,7,2,194
36,26,15,12,15,12,194
36,27,2,2,2,2,126
36,28,11,3,9,2,148
36,29,2,1,0,0,177
36,30,14,1,12,1,143
36,31,5,4,4,4,77
36,32,12,7,5,1,147
36,33,7,3,5,1,136
36,34,5,0,5,0,119
36,35,1,0,0,0,79
36,36,4,0,1,0,174
36,37,12,8,1,0,111
36,38,10,5,7,2,127
36,39,2,1,2,1,167
36,40,15,4,13,4,100
36,41,8,4,5,4,190
36,42,5,0,5,0,125
36,43,14,14,4,4,109
36,44,15,9,7,4,148
36,45,9,0,9,0,120
36,46,8,1,2,1,138
36,47,19,6,9,3,189
36,48,11,0,5,0,154
36,49,1,0,1,0,189
36,50,8,4,4,0,115
36,51,3,1,2,0,65
36,52,5,2,5,2,190
36,53,2,0,2,0,120
36,54,0,0,0,0,171
36,55,0,0,0,0,196
36,56,5,2,3,1,173
36,57,0,0,0,0,122
36,58,2,1,0,0,135
36,59,0,0,0,0,95
36,60,19,15,9,7,81
36,61,11,3,3,3,193
